perm	module	n	mean_diff	p_value	bh_q
0	1	10	0.03291623511904762	0.6517422813240024	0.8913554349096577
0	2	10	0.05422785714285716	0.4922678885227918	0.8913554349096577
0	3	10	-0.002840540540540529	0.974410882178079	0.974410882178079
0	4	10	0.04098782608695653	0.5938851320442726	0.8913554349096577
0	5	10	0.05983527777777777	0.4969633453750779	0.8913554349096577
0	6	10	0.08058185185185186	0.43900464820150753	0.8913554349096577
0	7	10	0.03148850000000001	0.7468166020301616	0.8913554349096577
0	8	10	0.06568807692307692	0.6801992384427016	0.8913554349096577
0	9	10	0.14760912280701755	0.3107455568712847	0.8913554349096577
0	10	10	0.027979178082191792	0.7734312674364756	0.8913554349096577
0	11	10	0.060583753623188394	0.46478053346735826	0.8913554349096577
0	12	10	0.047384468085106386	0.5271366007914002	0.8913554349096577
0	13	10	-0.18895718151340996	0.5452644935899997	0.8913554349096577
0	14	10	0.04295821428571429	0.473186857035393	0.8913554349096577
0	15	10	0.07752025842044134	0.33901279717466837	0.8913554349096577
0	16	10	-0.04262299999999998	0.802219891418692	0.8913554349096577
0	17	10	-0.07810625	0.43065006860366983	0.8913554349096577
0	18	10	-0.018391818181818193	0.891796135346383	0.9387327740488243
0	19	10	0.137786	0.27596296464302816	0.8913554349096577
0	20	10	0.08335499999999996	0.3950710558047954	0.8913554349096577
1	1	10	-0.11518703431372548	0.32735157312174	0.993935294904621
1	2	10	-0.029283623188405807	0.6640211220833669	0.993935294904621
1	3	10	-0.07515727272727274	0.5200920938791187	0.993935294904621
1	4	10	0.0011864705882352888	0.993935294904621	0.993935294904621
1	5	10	-0.019999333333333324	0.892166692853269	0.993935294904621
1	6	10	-0.05272057539682541	0.5779544100624943	0.993935294904621
1	7	10	-0.07462565217391307	0.3994578608651209	0.993935294904621
1	8	10	-0.03764052631578947	0.6137108201442554	0.993935294904621
1	9	10	-0.06518538461538462	0.51487784630315	0.993935294904621
1	10	10	-0.12877333333333335	0.2697256664526648	0.993935294904621
1	11	10	-0.0839029411764706	0.5041541516295807	0.993935294904621
1	12	10	-0.06113333333333334	0.3987709152536003	0.993935294904621
1	13	10	0.013620451631701624	0.9682504117313409	0.993935294904621
1	14	10	-0.0338751694915254	0.8422245950454432	0.993935294904621
1	15	10	0.014522564102564094	0.8801145174926006	0.993935294904621
1	16	10	-0.0027178260869565015	0.9799460278977712	0.993935294904621
1	17	10	-0.030266923076923042	0.8083935050747484	0.993935294904621
1	18	10	-0.06223929347826087	0.4265176959398995	0.993935294904621
1	19	10	-0.05764614035087719	0.4113198158871323	0.993935294904621
1	20	10	-0.028126379310344833	0.7444883136717184	0.993935294904621
2	1	10	-0.007846708937198067	0.9688520877529205	0.993887008929601
2	2	10	-0.07680145833333334	0.8262923235331616	0.9721086159213667
2	3	10	0.05421959183673471	0.5112274878793448	0.9220791207728845
2	4	10	0.08613037037037037	0.4373817905109325	0.9220791207728845
2	5	10	0.0422196875	0.6230666298986023	0.9220791207728845
2	6	10	0.0007020000000000137	0.993887008929601	0.993887008929601
2	7	10	0.011536521739130428	0.9069749936798404	0.993887008929601
2	8	10	0.14830096774193546	0.21848777418779375	0.9220791207728845
2	9	10	0.10870820833333336	0.3767198402344909	0.9220791207728845
2	10	10	0.05655466666666666	0.554100004220913	0.9220791207728845
2	11	10	0.07282746268656717	0.2552707688754401	0.9220791207728845
2	12	10	0.029395000000000004	0.8112252359865104	0.9721086159213667
2	13	10	0.07796900000000002	0.38000616317862734	0.9220791207728845
2	14	10	0.054577999999999995	0.6454553845410191	0.9220791207728845
2	15	10	0.08411795454545454	0.49182488158058035	0.9220791207728845
2	16	10	0.06031323529411766	0.5250003372318655	0.9220791207728845
2	17	10	0.09850893707482992	0.2662345938572528	0.9220791207728845
2	18	10	0.12224548076923078	0.33802745371640985	0.9220791207728845
2	19	10	-0.04343124999999999	0.7370968361599199	0.9721086159213667
2	20	10	0.04314611111111112	0.5078845071068767	0.9220791207728845
3	1	10	0.05431987433862433	0.5244908639004131	0.995479877150759
3	2	10	-0.007009226804123714	0.9188397595689966	0.995479877150759
3	3	10	0.06525640625	0.5900914990675497	0.995479877150759
3	4	10	0.056425199999999995	0.498534420585117	0.995479877150759
3	5	10	0.0008859999999999951	0.9954798771507591	0.995479877150759
3	6	10	0.02042545454545454	0.8685495251411874	0.995479877150759
3	7	10	-0.011095312500000015	0.9153699496761347	0.995479877150759
3	8	10	-0.0006792592592592906	0.9935329346113364	0.995479877150759
3	9	10	0.12714649122807017	0.2590688773457359	0.995479877150759
3	10	10	-0.12406166666666667	0.2857143573806693	0.995479877150759
3	11	10	-0.21434031277340332	0.47946440663599965	0.995479877150759
3	12	10	0.029492239583333347	0.781705836696347	0.995479877150759
3	13	10	0.014623000000000002	0.869314284849537	0.995479877150759
3	14	10	-0.036786739130434794	0.6806590756510253	0.995479877150759
3	15	10	0.09513279999999999	0.3780799087554354	0.995479877150759
3	16	10	0.05880666666666665	0.5093185955535664	0.995479877150759
3	17	10	0.00622000000000002	0.9487372353091355	0.995479877150759
3	18	10	0.09185428240740741	0.35246796831737415	0.995479877150759
3	19	10	0.0035546153846153948	0.9733928367650602	0.995479877150759
3	20	10	0.013618446601941744	0.8487955810963315	0.995479877150759
4	1	10	-0.040139313725490185	0.5404141107491045	0.8136795525906647
4	2	10	-0.035570999999999985	0.7482544020167956	0.8136795525906647
4	3	10	0.0129925	0.8905403037917465	0.8905403037917466
4	4	10	0.08092017857142861	0.7729955749611315	0.8136795525906647
4	5	10	0.04535866666666667	0.7582849122036222	0.8136795525906647
4	6	10	-0.11571727272727275	0.19519066556253106	0.7730109245871489
4	7	10	-0.14696812499999998	0.23969708104958487	0.7730109245871489
4	8	10	-0.06642730769230767	0.4215365741962538	0.7730109245871489
4	9	10	-0.12915882352941177	0.2907793125352116	0.7730109245871489
4	10	10	-0.062466956521739114	0.3880812436870227	0.7730109245871489
4	11	10	-0.08941010964912276	0.4530271314168133	0.7730109245871489
4	12	10	-0.07744371134020618	0.24930394190656302	0.7730109245871489
4	13	10	-0.12499494871794872	0.38262300324959586	0.7730109245871489
4	14	10	-0.08573341463414637	0.3553246342432115	0.7730109245871489
4	15	10	-0.050910561797752815	0.4638065547522894	0.7730109245871489
4	16	10	-0.053301969696969674	0.5830387729367246	0.8136795525906647
4	17	10	-0.03783916666666665	0.6997556171149948	0.8136795525906647
4	18	10	-0.038687058823529415	0.6517357830823798	0.8136795525906647
4	19	10	-0.13916482758620688	0.253904982223748	0.7730109245871489
4	20	10	-0.12528896551724136	0.13998031985599058	0.7730109245871489
5	1	10	0.033363157894736845	0.7343866291420413	0.9848302869313537
5	2	10	0.07688791666666668	0.4682438079655822	0.9848302869313537
5	3	10	0.08242391304347829	0.5528003466574254	0.9848302869313537
5	4	10	0.07294825301204819	0.4583066747134603	0.9848302869313537
5	5	10	0.03866563636363637	0.5934834101797068	0.9848302869313537
5	6	10	0.06082800000000001	0.45613747302749497	0.9848302869313537
5	7	10	0.011766799999999994	0.9036217214102118	0.9848302869313537
5	8	10	0.014689473684210535	0.8386335721432872	0.9848302869313537
5	9	10	0.03435199999999998	0.727300830784138	0.9848302869313537
5	10	10	0.11316424242424242	0.30377959978667746	0.9848302869313537
5	11	10	-0.062250370370370366	0.6343462404886089	0.9848302869313537
5	12	10	0.04414180722891566	0.5656161002316091	0.9848302869313537
5	13	10	-0.10078663865546215	0.7260713372882195	0.9848302869313537
5	14	10	-0.05441095449172573	0.8569908181530754	0.9848302869313537
5	15	10	-0.046205555555555576	0.7608705070177006	0.9848302869313537
5	16	10	-0.0016795652173913073	0.9848302869313537	0.9848302869313537
5	17	10	0.035373333333333326	0.6318621178904604	0.9848302869313537
5	18	10	0.02089392857142857	0.8149462664683624	0.9848302869313537
5	19	10	-0.005428349673202609	0.9418144523422998	0.9848302869313537
5	20	10	0.0469595643939394	0.4830699523443316	0.9848302869313537
6	1	10	-0.15938374748995982	0.6278101565804115	0.963166767599023
